ACCESSION_NUMBER	ACTION_TYPE	ACTION_ID	ENTITYNAME	ACTIONTITLE	ACTIONDATE	COURTORBODYNAMEANDLOCATION	ACTIONDESCRIPTION	DISPOSITIONOFPROCEEDING
0001018490-25-000006	fsrFalseStatementOrOmission	67	Deutsche Bank Securities Inc. (DBSI), a Control Affiliate of the Registrant	Cause No. 09-0140 CO	08-JAN-2010	"Division of Securities Office of Secretary of State of Indiana (""The Division"")"	"The Registrant has not been the subject of this matter: Initiation date 1/8/2010. The Division alleged that Deutsche Bank Securities Inc. (""DBSI""): (1) engaged in dishonest and unethical conduct in the securities business with respect to the marketing and sale of auction rate securities (""ARS""), and (2) failed to reasonably supervise its agents with respect to the marketing and sale of ARS. Without admitting or denying the allegations in the findings of fact, conclusions of law, and consent order, DBSI consented to the Division making the following conclusions of law: (1) in connection with (I) the misrepresentation of ARS to clients, (II) the failure to adequately disclose to clients the effect of DBSI's role as underwriter and broker-dealer for ARS issues, and (III) the use of supporting bids to artificially prevent failed ARS auctions and failing to adequately disclose the practice to clients, DBSI engaged in dishonest and unethical conduct in the securities business. Ind. Code section 23-19-4-12(D)(13) allows the Division, through its administrator, to take action against DBSI if it has engaged in unethical or dishonest practices in the securities business; and (2) in connection with the failure to (I) provide adequate training to agents concerning ARS, (II) create and maintain adequate written supervisory procedures concerning ARS, (III) ensure accurate disclosure of ARS characteristics to clients by its agents, and (IV) ensure adequate disclosure of conflicts of interest concerning ARS to clients by its agents, DBSI failed to reasonably supervise, and establish and enforce procedures necessary to detect and prevent such conduct. Ind. Code section 23-19-4-12(D)(9) allows the Division, through its administrator, to take action against DBSI if it has failed to reasonably supervise its representatives or employees. Pursuant to findings of fact, conclusions of law, and consent order entered by the Division on January 8, 2010, DBSI agreed to pay a penalty of $36,504.51 to the Indiana Secretary of State Securities Division and to take certain measures with respect to current and former clients that purchased ARS before February 13, 2008. The findings of fact, conclusions of law, and consent order finalized the terms of a settlement that had been reached in August 2008 between DBSI's parent and NASAA and that resulted in a term sheet (the ""Term Sheet""). The Term Sheet required a total penalty of $15,000,000 to NASAA member jurisdictions, and the $36,504.51 penalty imposed by the Division is its pro-rata share of the total penalty amount. The consent order requires that DBSI offer to purchase at par certain ARS from eligible investors; reimburse eligible investors that sold ARS below par; participate in a special arbitration procedure for consequential damages claims by eligible investors; work to provide liquidity solutions for institutional investors not part of the ARS buy back; and provide other relief as described in the consent order."	Without admitting or denying the allegations, DBSI agreed to pay a penalty of $36,504.51 to the Indiana Secretary of State Securities Division and to take certain measures with respect to current and former clients that purchased ARS before 2/13/08.
0001018490-25-000006	fsrFalseStatementOrOmission	66	Deutsche Bank Securities Inc. (DBSI), a Control Affiliate of the Registrant	Docket No. 2009-07-10	15-DEC-2009	"Commission of Securities of the Commonwealth of Pennsylvania (""The Commission"")"	"The Registrant has not been the subject of this matter: Initiation date 12/15/2009. The Commission alleged that Deutsche Bank Securities Inc. (""DBSI""): (1) engaged in dishonest and unethical conduct in the securities business with respect to the marketing and sale of auction rate securities (""ARS""), and (2) failed to reasonably supervise its agents with respect to the marketing and sale of ARS. Without admitting or denying the allegations in the order, DBSI consented to the Commission making the following conclusions of law: (1) in connection with (I) the misrepresentation of ARS to clients, (II) the failure to adequately disclose to clients the effect of DBSI's role as underwriter and broker-dealer for ARS issues, and (III) the use of supporting bids to artificially prevent failed ARS auctions and failing to adequately disclose the practice to clients, DBSI engaged in dishonest and unethical conduct in the securities business. 70 P.S. Section 305(A)(IX) allows the Commission, through its administrator, to take action against DBSI if it has engaged in unethical or dishonest practices in the securities business; and (2) in connection with the failure to (I) provide adequate training to agents concerning ARS, (II) create and maintain adequate written supervisory procedures concerning ARS, (III) ensure accurate disclosure of ARS characteristics to clients by its agents, and (IV) ensure adequate disclosure of conflicts of interest concerning ARS to clients by its agents, DBSI failed to reasonably supervise, and establish and enforce procedures necessary to detect and prevent such conduct. 70 P.S. Section 305(A)(VII) allows the Commission, through its administrator, to take action against DBSI if it has failed to reasonably supervise its representatives or employees. Pursuant to the findings of fact, conclusions of law, and order entered by the Commission on December 15, 2009, DBSI agreed to pay a penalty of $344,384.49 to the Commonwealth of Pennsylvania and to take certain measures with respect to current and former clients that purchased ARS before February 13, 2008. The findings of fact, conclusions of law, and order finalized the terms of a settlement that had been reached in August 2008 between DBSI's parent and NASAA and that resulted in a term sheet (the ""Term Sheet""). The Term Sheet required a total penalty of $15,000,000 to NASAA member jurisdictions, and the $344,384.49 penalty imposed by the Commission is its pro-rata share of the total penalty amount. The order requires that DBSI offer to purchase at par certain ARS from eligible investors; reimburse eligible investors that sold ARS below par; participate in a special arbitration procedure for consequential damages claims by eligible investors; work to provide liquidity solutions for institutional investors not part of the ARS buy back; and provide other relief as described in the order."	Without admitting or denying the allegations in the order, DBSI agreed to pay a penalty of $344,384.49 to the Commonwealth of Pennsylvania and to take certain measures with respect to current and former clients that purchased ARS before 2/13/2008.
0001018490-25-000006	fsrFalseStatementOrOmission	68	Deutsche Bank Securities Inc. (DBSI), a Control Affiliate of the Registrant	KSC No. 2010-5641	08-JAN-2010	"Office of the Securities Commissioner of the State of Kansas (the ""Office"")"	"The Registrant has not been the subject of this matter: Initiation date 1/8/2010. The Office alleged that Deutsche Bank Securities Inc. (""DBSI""): (1) engaged in dishonest and unethical conduct in the securities business with respect to the marketing and sale of auction rate securities (""ARS""), and (2) failed to reasonably supervise its agents with respect to the marketing and sale of ARS. Without admitting or denying the allegations in the consent order, DBSI consented to the Office making the following conclusions of law: (1) in connection with (I) the misrepresentation of ARS to clients, (II) the failure to adequately disclose to clients the effect of DBSI's role as underwriter and broker-dealer for ARS issues, and (III) the use of supporting bids to artificially prevent failed ARS auctions and failing to adequately disclose the practice to clients, DBSI engaged in dishonest and unethical conduct in the securities business. K.S.A. 17-12A412(D)(13) allows the Office, through its administrator, to take action against DBSI if it has engaged in unethical or dishonest practices in the securities business; and (2) in connection with the failure to (I) provide adequate training to agents concerning ARS, (II) create and maintain adequate written supervisory procedures concerning ARS, (III) ensure accurate disclosure of ARS characteristics to clients by its agents, and (IV) ensure adequate disclosure of conflicts of interest concerning ARS to clients by its agents, DBSI failed to reasonably supervise, and establish and enforce procedures necessary to detect and prevent such conduct. K.S.A. 17-12A412 (D)(9) allows the Office, through its administrator, to take action against DBSI if it has failed to reasonably supervise its representatives or employees. Pursuant to the consent order entered by the Office on January 8, 2010, DBSI agreed to pay a penalty of $30,903.40 to the Office of the Kansas Securities Commissioner and to take certain measures with respect to current and former clients that purchased ARS before February 13, 2008. The consent order finalized the terms of a settlement that had been reached in August 2008 between DBSI's parent and NASAA and that resulted in a term sheet (the ""Term Sheet""). The Term Sheet required a total penalty of $15,000,000 to NASAA member jurisdictions, and the $30,903.40 penalty imposed by the Office is its pro-rata share of the total penalty amount. The consent order requires that DBSI offer to purchase at par certain ARS from eligible investors; reimburse eligible investors that sold ARS below par; participate in a special arbitration procedure for consequential damages claims by eligible investors; work to provide liquidity solutions for institutional investors not part of the ARS buy back; and provide other relief as described in the consent order."	Without admitting or denying the allegations in the consent order, DBSI agreed to pay a penalty of $30,903.40 to the Office of Kansas Sec. Comm. and to take certain measures with respect to current and former clients that purchased ARS before 2/13/08.
0001018490-25-000006	fsrFalseStatementOrOmission	69	Deutsche Bank Securities Inc. (DBSI), a Control Affiliate of the Registrant	Agency Case No. 2010-AH-002	11-JAN-2010	"Dept. of Fin. Inst. Public Protection Cabinet of Kentucky (""The Department"")"	"The Registrant has not been the subject of this matter: Initiation date 1/11/2010. The Department alleged that Deutsche Bank Securities Inc. (""DBSI""): (1) engaged in dishonest and unethical conduct in the securities business with respect to the marketing and sale of auction rate securities (""ARS""), and (2) failed to reasonably supervise its agents with respect to the marketing and sale of ARS. Without admitting or denying the allegations in the consent order, DBSI consented to the Department making the following conclusions of law: (1) in connection with (I) the misrepresentation of ARS to clients, (II) the failure to adequately disclose to clients the effect of DBSI's role as underwriter and broker-dealer for ARS issues, and (III) the use of supporting bids to artificially prevent failed ARS auctions and failing to adequately disclose the practice to clients, DBSI engaged in dishonest and unethical conduct in the securities business. KRS 292.330(13)(A)7 allows the Department, through its administrator, to take action against DBSI if it has engaged in unethical or dishonest practices in the securities business; and (2) in connection with the failure to (I) provide adequate training to agents concerning ARS, (II) create and maintain adequate written supervisory procedures concerning ARS, (III) ensure accurate disclosure of ARS characteristics to clients by its agents, and (IV) ensure adequate disclosure of conflicts of interest concerning ARS to clients by its agents, DBSI failed to reasonably supervise, and establish and enforce procedures necessary to detect and prevent such conduct. KRS 292.330(13)(A)9A allows the Department, through its administrator, to take action against DBSI if it has failed to reasonably supervise its representatives or employees. Pursuant to the consent order entered by the Department on January 11, 2010, DBSI agreed to pay a penalty of $355,386.70 to the Kentucky State Treasurer and to take certain measures with respect to current and former clients that purchased ARS before February 13, 2008. The consent order finalized the terms of a settlement that had been reached in August 2008 between DBSI's parent and NASAA and that resulted in a term sheet (the ""Term Sheet""). The Term Sheet required a total penalty of $15,000,000 to NASAA member jurisdictions, and the $355,386.70 penalty imposed by the Department is its pro-rata share of the total penalty amount. The consent order requires that DBSI offer to purchase at par certain ARS from eligible investors; reimburse eligible investors that sold ARS below par; participate in a special arbitration procedure for consequential damages claims by eligible investors; work to provide liquidity solutions for institutional investors not part of the ARS buy back; and provide other relief as described in the consent order."	Without admitting or denying the allegations in the consent order, DBSI agreed to pay a penalty of $355,386.70 to the Kentucky State Treasurer and to take certain measures with respect to current and former clients that purchased ARS before 2/13/08.
0001018490-25-000006	fsrFalseStatementOrOmission	71	Deutsche Bank Securities Inc. (DBSI), a Control Affiliate of the Registrant	Order No. S-09-024-09-CO07	13-JAN-2010	"Department of Securities of the State of Arkansas (""The Department"")"	"The Registrant has not been the subject of this matter: Initiation date 1/13/2010. The Department alleged that Deutsche Bank Securities Inc. (""DBSI""): (1) engaged in dishonest and unethical conduct in the securities business with respect to the marketing and sale of auction rate securities (""ARS""), and (2) failed to reasonably supervise its agents with respect to the marketing and sale of ARS. Without admitting or denying the allegations in the consent order, DBSI consented to the Department making the following conclusions of law: (1) in connection with (I) the misrepresentation of ARS to clients, (II) the failure to adequately disclose to clients the effect of DBSI's role as underwriter and broker-dealer for ARS issues, and (III) the use of supporting bids to artificially prevent failed ARS auctions and failing to adequately disclose the practice to clients, DBSI engaged in dishonest and unethical conduct in the securities business. Ark. Code Ann. section 23-42-308(A)(2)(G) allows the Department, through its administrator, to take action against DBSI if it has engaged in unethical or dishonest practices in the securities business; and (2) in connection with the failure to (I) provide adequate training to agents concerning ARS, (II) create and maintain adequate written supervisory procedures concerning ARS, (III) ensure accurate disclosure of ARS characteristics to clients by its agents, and (IV) ensure adequate disclosure of conflicts of interest concerning ARS to clients by its agents, DBSI failed to reasonably supervise, and establish and enforce procedures necessary to detect and prevent such conduct. Ark. Code Ann. section 23-42-308(A)(2)(J) allows the Department, through its administrator, to take action against DBSI if it has failed to reasonably supervise its representatives or employees. Pursuant to the consent order entered by the Department on January 13, 2010, DBSI agreed to pay a penalty of $35,781.78 ($3,578.17 to the Arkansas State Fund at the Investor Protection Trust and $32,203.61 to the Department) and to take certain measures with respect to current and former clients that purchased ARS before February 13, 2008. The consent order finalized the terms of a settlement that had been reached in August 2008 between DBSI's parent and NASAA and that resulted in a term sheet (the ""Term Sheet""). The Term Sheet required a total penalty of $15,000,000 to NASAA member jurisdictions, and the $35,781.78 penalty imposed by the Department is its pro-rata share of the total penalty amount. The consent order requires that DBSI offer to purchase at par certain ARS from eligible investors; reimburse eligible investors that sold ARS below par; participate in a special arbitration procedure for consequential damages claims by eligible investors; work to provide liquidity solutions for institutional investors not part of the ARS buy back; and provide other relief as described in the consent order."	Without admitting or denying the allegations in the consent order, DBSI agreed to pay a penalty of $35,781.78 and to take certain measures with respect to current and former clients that purchased ARS before 2/13/08.
0001018490-25-000006	fsrFalseStatementOrOmission	70	Deutsche Bank Securities Inc. (DBSI), a Control Affiliate of the Registrant	NC File No. 09SEC48	13-JAN-2010	"Div. of Sec. Dept. of the Secretary of State, North Carolina (""The Division"")"	"The Registrant has not been the subject of this matter: Initiation date 1/13/2010. The Division alleged that Deutsche Bank Securities Inc. (""DBSI""): (1) engaged in dishonest and unethical conduct in the securities business with respect to the marketing and sale of auction rate securities (""ARS""), and (2) failed to reasonably supervise its agents with respect to the marketing and sale of ARS.Without admitting or denying the allegations in the administrative order, DBSI consented to the Division making the following conclusions of law: (1) in connection with (I) the misrepresentation of ARS to clients, (II) the failure to adequately disclose to clients the effect of DBSI's role as underwriter and broker-dealer for ARS issues, and (III) the use of supporting bids to artificially prevent failed ARS auctions and failing to adequately disclose the practice to clients, DBSI engaged in dishonest and unethical conduct in the securities business. N.C.G.S. 78A-39(A)(2)(G) allows the Division, through its administrator, to take action against DBSI if it has engaged in unethical or dishonest practices in the securities business; and (2) in connection with the failure to (I) provide adequate training to agents concerning ARS, (II) create and maintain adequate written supervisory procedures concerning ARS, (III) ensure accurate disclosure of ARS characteristics to clients by its agents, and (IV) ensure adequate disclosure of conflicts of interest concerning ARS to clients by its agents, DBSI failed to reasonably supervise, and establish and enforce procedures necessary to detect and prevent such conduct. N.C.G.S. 78A-39(A1)(2)(A) allows the Division, through its administrator, to take action against DBSI if it has failed to reasonably supervise its representatives or employees. Pursuant to the administrative order entered by the Division on January 13, 2010, DBSI agreed to pay a penalty of $92,568.01 to the North Carolina Secretary of State and to take certain measures with respect to current and former clients that purchased ARS before February 13, 2008. The administrative order finalized the terms of a settlement that had been reached in August 2008 between DBSI's parent and NASAA and that resulted in a term sheet (the ""Term Sheet""). The Term Sheet required a total penalty of $15,000,000 to NASAA member jurisdictions, and the $92,568.01 penalty imposed by the Division is its pro-rata share of the total penalty amount. The administrative order requires that DBSI offer to purchase at par certain ARS from eligible investors; reimburse eligible investors that sold ARS below par; participate in a special arbitration procedure for consequential damages claims by eligible investors; work to provide liquidity solutions for institutional investors not part of the ARS buy back; and provide other relief as described in the administrative order."	Without admitting or denying the allegations in the administrative order DBSI agreed to pay a penalty of $92,568.01 to the No. Carolina Sec. of St. and to take certain measures with respect to current and former clients that purchased ARS before 2/13/08.
0001018490-25-000006	fsrFalseStatementOrOmission	72	Deutsche Bank Securities Inc. (DBSI), a Control Affiliate of the Registrant	No. 09-076	12-JAN-2010	"Office of Securities, Dept. of Prof. and Fin. Reg. of Maine (the ""Office"")"	"The Registrant has not been the subject of this matter: Initiation date 1/12/2010. The Office alleged that Deutsche Bank Securities Inc. (""DBSI""): (1) engaged in dishonest and unethical conduct in the securities business with respect to the marketing and sale of auction rate securities (""ARS""), and (2) failed to reasonably supervise its agents with respect to the marketing and sale of ARS. Without admitting or denying the allegations in the consent order, DBSI consented to the Office making the following conclusions of law: (1) in connection with (I) the misrepresentation of ARS to clients, (II) the failure to adequately disclose to clients the effect of DBSI's role as underwriter and broker-dealer for ARS issues, and (III) the use of supporting bids to artificially prevent failed ARS auctions and failing to adequately disclose the practice to clients, DBSI engaged in dishonest and unethical conduct in the securities business. 32 M.R.S.A. section 16412(4)(M) allows the Office, through its administrator, to take action against DBSI if it has engaged in unethical or dishonest practices in the securities business; and (2) in connection with the failure to (I) provide adequate training to agents concerning ARS, (II) create and maintain adequate written supervisory procedures concerning ARS, (III) ensure accurate disclosure of ARS characteristics to clients by its agents, and (IV) ensure adequate disclosure of conflicts of interest concerning ARS to clients by its agents, DBSI failed to reasonably supervise, and establish and enforce procedures necessary to detect and prevent such conduct. 32 M.R.S.A. section 16412(4)(I) allows the Office, through its administrator, to take action against DBSI if it has failed to reasonably supervise its representatives or employees. Pursuant to the consent order entered by the Office on January 12, 2010, DBSI agreed to pay a penalty of $37,407.91 to the Treasurer of the State of Maine and to take certain measures with respect to current and former clients that purchased ARS before February 13, 2008.The consent order finalized the terms of a settlement that had been reached in August 2008 between DBSI's parent and NASAA and that resulted in a term sheet (the ""Term Sheet""). The Term Sheet required a total penalty of $15,000,000 to NASAA member jurisdictions, and the $37,407.91 penalty imposed by the Office is its pro-rata share of the total penalty amount. The consent order requires that DBSI offer to purchase at par certain ARS from eligible investors; reimburse eligible investors that sold ARS below par; participate in a special arbitration procedure for consequential damages claims by eligible investors; work to provide liquidity solutions for institutional investors not part of the ARS buy back; and provide other relief as described in the consent order."	Without admitting or denying the allegations in the consent order, DBSI agreed to pay a penalty of $37,407.91 to the Treasurer of the St. of Maine and to take certain measures with respect to current and former clients that purchased ARS before 2/13/08.
0001018490-25-000006	fsrFalseStatementOrOmission	73	Deutsche Bank Securities Inc. (DBSI), a Control Affiliate of the Registrant	Case No. AP-10-04	14-JAN-2010	"Division of Securities Office of the Sec. of St. of Missouri (the ""Division"")"	"The Registrant has not been the subject of this matter: Initiation date 1/14/2010. The Division alleged that Deutsche Bank Securities Inc. (""DBSI""): (1) engaged in dishonest and unethical conduct in the securities business with respect to the marketing and sale of auction rate securities (""ARS""), and (2) failed to reasonably supervise its agents with respect to the marketing and sale of ARS.Without admitting or denying the allegations in the consent order, DBSI consented to the Division making the following conclusions of law: (1) in connection with (I) the misrepresentation of ARS to clients, (II) the failure to adequately disclose to clients the effect of DBSI's role as underwriter and broker-dealer for ARS issues, and (III) the use of supporting bids to artificially prevent failed ARS auctions and failing to adequately disclose the practice to clients, DBSI engaged in dishonest and unethical conduct in the securities business. Section 409.4-412(D)(13), RSMO allows the Division, through its administrator, to take action against DBSI if it has engaged in unethical or dishonest practices in the securities business; and (2) in connection with the failure to (I) provide adequate training to agents concerning ARS, (II) create and maintain adequate written supervisory procedures concerning ARS, (III) ensure accurate disclosure of ARS characteristics to clients by its agents, and (IV) ensure adequate disclosure of conflicts of interest concerning ARS to clients by its agents, DBSI failed to reasonably supervise, and establish and enforce procedures necessary to detect and prevent such conduct. Section 409.4-412(D)(13), RSMO allows the Division, through its administrator, to take action against DBSI if it has failed to reasonably supervise its representatives or employees. Pursuant to the consent order entered by the Division on January 14, 2010, DBSI agreed to pay a penalty of $42,466.97 to the Missouri Securities Division and to take certain measures with respect to current and former clients that purchased ARS before February 13, 2008. The consent order finalized the terms of a settlement that had been reached in August 2008 between DBSI's parent and NASAA and that resulted in a term sheet (the ""Term Sheet""). The Term Sheet required a total penalty of $15,000,000 to NASAA member jurisdictions, and the $42,466.97 penalty imposed by the Division is its pro-rata share of the total penalty amount. The consent order requires that DBSI offer to purchase at par certain ARS from eligible investors; reimburse eligible investors that sold ARS below par; participate in a special arbitration procedure for consequential damages claims by eligible investors; work to provide liquidity solutions for institutional investors not part of the ARS buy back; and provide other relief as described in the consent order."	Without admitting or denying the allegations in the consent order, DBSI agreed to pay a penalty of $42,466.97 to the Missouri Securities Division and to take certain measures with respect to current and former clients that purchased ARS before 2/13/08.
0001018490-25-000006	fsrFalseStatementOrOmission	75	Deutsche Bank Securities Inc. (DBSI), a Control Affiliate of the Registrant	E-2009-0066	26-JAN-2010	"Division of Sec. of Dept. of State of Com. of Massachusetts (""The Division"")"	"The Registrant has not been the subject of this matter: Initiation date 1/26/2010. The Division alleged that Deutsche Bank Securities Inc. (""DBSI""): (1) engaged in dishonest and unethical conduct in the securities business with respect to the marketing and sale of auction rate securities (""ARS""), and (2) failed to reasonably supervise its agents with respect to the marketing and sale of ARS. Without admitting or denying the allegations in the findings of fact, conclusions of law, and consent order, DBSI consented to the Division making the following conclusions of law: (1) in connection with (I) the misrepresentation of ARS to clients, (II) the failure to adequately disclose to clients the effect of DBSI's role as underwriter and broker-dealer for ARS issues, and (III) the use of supporting bids to artificially prevent failed ARS auctions and failing to adequately disclose the practice to clients, DBSI engaged in dishonest and unethical conduct in the securities business. Mass. Gen. L. Ch. 110A. section 204(A)(2)(G) allows the Division, through its administrator, to take action against DBSI if it has engaged in unethical or dishonest practices in the securities business; and (2) in connection with the failure to (I) provide adequate training to agents concerning ARS, (II) create and maintain adequate written supervisory procedures concerning ARS, (III) ensure accurate disclosure of ARS characteristics to clients by its agents, and (IV) ensure adequate disclosure of conflicts of interest concerning ARS to clients by its agents, DBSI failed to reasonably supervise, and establish and enforce procedures necessary to detect and prevent such conduct. Mass. Gen. L. Ch. 110A. section 204(A)(2)(J) allows the Division, through its administrator, to take action against DBSI if it has failed to reasonably supervise its representatives or employees. Pursuant to the administrative consent order entered by the Division on January 26, 2010, DBSI agreed to pay a penalty of $3,210,161.72 to the Division of Securities and to take certain measures with respect to current and former clients that purchased ARS before February 13, 2008. The administrative consent order finalized the terms of a settlement that had been reached in August 2008 between DBSI's parent and NASAA and that resulted in a term sheet (the ""Term Sheet""). The Term Sheet required a total penalty of $15,000,000 to NASAA member jurisdictions, and the $3,210,161.72 penalty imposed by the Division is its pro-rata share of the total penalty amount. The administrative consent order requires that DBSI offer to purchase at par certain ARS from eligible investors; reimburse eligible investors that sold ARS below par; participate in a special arbitration procedure for consequential damages claims by eligible investors; work to provide liquidity solutions for institutional investors not part of the ARS buy back; and provide other relief as described in the consent order."	Without admitting or denying the allegations in the findings and consent order, DBSI agreed to pay a penalty of $3,210,161.72 to the Division of Sec. and take certain measures with respect to current and former clients that purchased ARS before 2/13/08.
0001018490-25-000006	fsrFalseStatementOrOmission	74	Deutsche Bank Securities Inc. (DBSI), a Control Affiliate of the Registrant	Order No 10-6-14	20-JAN-2010	Division of Securities of the Dept. of Reg. Agen. Dept. of State of Colorado	"The Registrant has not been the subject of this matter: Initiation date 1/20/2010. The Division alleged that Deutsche Bank Securities Inc. (""DBSI""): (1) engaged in dishonest and unethical conduct in the securities business with respect to the marketing and sale of auction rate securities (""ARS""), and (2) failed to reasonably supervise its agents with respect to the marketing and sale of ARS. Without admitting or denying the allegations in the findings of fact, conclusions of law, and consent order, DBSI consented to the Division making the following conclusions of law: (1) in connection with (I) the misrepresentation of ARS to clients, (II) the failure to adequately disclose to clients the effect of DBSI's role as underwriter and broker-dealer for ARS issues, and (III) the use of supporting bids to artificially prevent failed ARS auctions and failing to adequately disclose the practice to clients, DBSI engaged in dishonest and unethical conduct in the securities business. C.R.S. section 11-51-410(1)(G) allows the Division, through its administrator, to take action against DBSI if it has engaged in unethical or dishonest practices in the securities business; and (2) in connection with the failure to (I) provide adequate training to agents concerning ARS, (II) create and maintain adequate written supervisory procedures concerning ARS, (III) ensure accurate disclosure of ARS characteristics to clients by its agents, and (IV) ensure adequate disclosure of conflicts of interest concerning ARS to clients by its agents, DBSI failed to reasonably supervise, and establish and enforce procedures necessary to detect and prevent such conduct. C.R.S. section 11-51-410(1)(G)(I) allows the Division, through its administrator, to take action against DBSI if it has failed to reasonably supervise its representatives or employees. Pursuant to the consent order entered by the Division on January 20, 2010, DBSI agreed to pay a penalty of $184,843.39 to the Division of Securities and to take certain measures with respect to current and former clients that purchased ARS before February 13, 2008. The consent order finalized the terms of a settlement that had been reached in August 2008 between DBSI's parent and NASAA and that resulted in a term sheet (the ""Term Sheet""). The Term Sheet required a total penalty of $15,000,000 to NASAA member jurisdictions, and the $184,843.39 penalty imposed by the Division is its pro-rata share of the total penalty amount. The consent order requires that DBSI offer to purchase at par certain ARS from eligible investors; reimburse eligible investors that sold ARS below par; participate in a special arbitration procedure for consequential damages claims by eligible investors; work to provide liquidity solutions for institutional investors not part of the ARS buy back; and provide other relief as described in the consent order."	Without admitting or denying the allegations in the findings and consent order, DBSI agreed to pay a penalty of $184,843.39 to the Division of Sec. and to take certain measures with respect to current and former clients that purchased ARS before 2/13/08.
0001018490-25-000006	fsrFalseStatementOrOmission	76	Deutsche Bank Securities Inc. (DBSI), a Control Affiliate of the Registrant	Case No. S-09-0039	27-JAN-2010	"Division of Finance and Corporate Securities, State of Oregon (""The Division"")"	"The Registrant has not been the subject of this matter: Initiation date 1/27/2010. The Division alleged that Deutsche Bank Securities Inc. (""DBSI""): (1) engaged in dishonest and unethical conduct in the securities business with respect to the marketing and sale of auction rate securities (""ARS""), and (2) failed to reasonably supervise its agents with respect to the marketing and sale of ARS. Without admitting or denying the allegations in the order assessing civil penalty and consent to entry of order, DBSI consented to the Division making the following conclusions of law: (1) in connection with (I) the misrepresentation of ARS to clients, (II) the failure to adequately disclose to clients the effect of DBSI's role as underwriter and broker-dealer for ARS issues, and (III) the use of supporting bids to artificially prevent failed ARS auctions and failing to adequately disclose the practice to clients, DBSI engaged in dishonest and unethical conduct in the securities business. ORS 59.205(2) allows the Division, through its administrator, to take action against DBSI if it has engaged in unethical or dishonest practices in the securities business; and (2) in connection with the failure to (I) provide adequate training to agents concerning ARS, (II) create and maintain adequate written supervisory procedures concerning ARS, (III) ensure accurate disclosure of ARS characteristics to clients by its agents, and (IV) ensure adequate disclosure of conflicts of interest concerning ARS to clients by its agents, DBSI failed to reasonably supervise, and establish and enforce procedures necessary to detect and prevent such conduct. ORS 59.205(13) allows the Division, through its administrator, to take action against DBSI if it has failed to reasonably supervise its representatives or employees. Pursuant to the order assessing civil penalty and consent to entry of order entered by the Division on January 27, 2010, DBSI agreed to pay a penalty of $40,298.80 to the State of Oregon and to take certain measures with respect to current and former clients that purchased ARS before February 13, 2008. The order assessing civil penalty and consent to entry of order finalized the terms of a settlement that had been reached in August 2008 between DBSI's parent and NASAA and that resulted in a term sheet (the ""Term Sheet""). The Term Sheet required a total penalty of $15,000,000 to NASAA member jurisdictions, and the $40,298.80 penalty imposed by the Division is its pro-rata share of the total penalty amount. The order requires that DBSI offer to purchase at par certain ARS from eligible investors; reimburse eligible investors that sold ARS below par; participate in a special arbitration procedure for consequential damages claims by eligible investors; work to provide liquidity solutions for institutional investors not part of the ARS buy back; and provide other relief as described in the consent order."	Without admitting or denying the allegations, DBSI agreed to pay a penalty of $40,298.80 to the State of Oregon and to take certain measures with respect to current and former clients that purchased ARS before 2/13/08.
